id;date;value;qty;state;city;store;brand;model
296;13-01-2022;151308.87;9074;;Yantianhe;Feil-Cassin;Honda;Fit
297;15-11-2022;418224.25;227;;Cangchang;"Stroman; Williamson and Hegmann";Land Rover;Freelander
298;20-03-2022;787701.47;9169;;Tía Juana;Zboncak LLC;Jaguar;XK
299;27-05-2022;184454.76;8719;;Pinggan;Ratke Inc;Volkswagen;Beetle
300;20-08-2022;539407.78;3973;;Mārupe;Fadel-Hilll;Chevrolet;Silverado 2500
301;21-03-2022;436824.54;8061;;Jindui;"Pouros; Kiehn and Flatley";Lexus;LS
302;03-11-2022;156367.06;9711;;Shymkent;"Glover; Howell and Zieme";Ford;F450
303;24-01-2022;214522.32;3944;15;Brejoeira;Baumbach LLC;Cadillac;DTS
304;15-03-2022;263784.57;8840;;Concepción;Ward-Kovacek;Volkswagen;rio
305;01-02-2022;536592.37;6525;;Sabandia;Ondricka-Schamberger;Toyota;Echo
306;10-05-2022;133147.09;907;;Gandoang;"Bayer; Crooks and Kunze";Hummer;H3
307;13-06-2022;46862.61;1491;;Shar’ya;"Gaylord; Morar and Boehm";Hyundai;Santa Fe
308;03-11-2022;472405.86;4036;;Boconó;Osinski-Cartwright;Acura;RL
309;01-11-2022;187920.00;4033;;Sigetec;Quigley-Murphy;Maserati;Biturbo
310;03-09-2022;154688.07;1623;;Jeziora Wielkie;Lesch-Herman;Volkswagen;Fox
311;18-04-2022;137377.65;1436;;Yuyapichis;Emmerich-Mills;Ford;Freestyle
312;01-07-2022;417173.67;6937;;Anilao;Kemmer-Pouros;Nissan;240SX
313;07-07-2022;958069.60;1074;;Datang;Gulgowski LLC;Acura;RL
314;29-12-2022;631636.16;6010;;Golovchino;Kautzer and Sons;Nissan;Pathfinder
315;21-10-2022;895782.31;2404;;Flores da Cunha;"Kautzer; Feeney and Kemmer";Nissan;Murano
316;03-07-2022;525408.26;1947;;Uchkeken;Jaskolski-Aufderhar;Audi;A4
317;18-03-2022;978238.25;2412;;Keren;"Kunde; Harber and Brekke";Ford;Ranger
318;03-04-2022;9482.60;9316;AB;Stockholm;Larkin Inc;Lamborghini;Murciélago
319;05-02-2022;212673.94;9118;;Caja;Donnelly-Douglas;Porsche;Cayenne
320;31-07-2022;169660.89;6104;;Jalaud;Bartoletti Group;Eagle;Summit
321;25-08-2022;799303.76;2350;;Mlalo;Sawayn-McClure;Pontiac;G8
322;29-06-2022;371881.32;3595;;Zhongxian;Shields-Langworth;Chevrolet;Silverado 3500
323;10-10-2022;748631.99;3206;;Nularan;Welch and Sons;Mercedes-Benz;SLK-Class
324;15-03-2022;806712.16;9346;;Bắc Kạn;Kulas Inc;Mitsubishi;Outlander
325;06-07-2022;939874.16;2185;;Shirone;"Blick; Murray and Hodkiewicz";Audi;S8
326;11-11-2022;867217.70;2811;AB;Claresholm;Padberg and Sons;Land Rover;LR2
327;07-05-2022;456557.89;6450;;Yashikera;Miller-Collier;Ford;Laser
328;06-03-2022;585775.98;6667;;Colima;"Huels; Kshlerin and Swift";Mitsubishi;Lancer
329;23-01-2022;46432.27;1249;;Podkumskiy;Hirthe-Renner;Chevrolet;Corvette
330;24-06-2022;678355.17;8517;;Sacramento;"Becker; Cremin and Hayes";Smart;Fortwo
331;17-11-2022;747486.93;9612;13;Duas Igrejas;"Hahn; Jacobi and Leuschke";Dodge;Caliber
332;25-02-2022;918023.26;6581;;Smołdzino;Mosciski Group;Infiniti;QX56
333;07-10-2022;177400.99;6647;TX;Austin;"King; Hand and Effertz";Maserati;430
334;08-05-2022;338409.85;568;;Annaka;Haley-Emmerich;Mercury;Cougar
335;03-07-2022;127077.55;326;;Kalatongke;"Wunsch; Emmerich and Conn";Mercedes-Benz;CLK-Class
336;06-12-2022;833333.93;5899;O;Skövde;Lubowitz-Rice;Oldsmobile;Aurora
337;20-11-2022;168377.49;1820;06;Geldrop;Weber-Gulgowski;Ford;Focus
338;07-09-2022;690282.59;8783;;Chachoengsao;Runte LLC;Mercury;Tracer
339;10-11-2022;358275.80;2437;;Huangze;Treutel-Langworth;Hyundai;Santa Fe
340;22-07-2022;165930.01;947;;Březová nad Svitavou;Schneider-Conn;Lexus;GS
341;09-06-2022;223109.10;1739;;Wenceslau Braz;"O'Hara; Hammes and Schiller";Maybach;62
342;01-12-2022;258052.40;3076;;Tonshayevo;"Hansen; Bode and Howe";Dodge;Sprinter
343;10-02-2022;655481.86;9191;;Oibioin;Schinner LLC;Pontiac;Bonneville
344;28-06-2022;576411.14;8921;AB;Lethbridge;Daniel Group;Ford;Expedition EL
345;09-01-2022;521227.79;3516;;Draginje;"Hodkiewicz; Bednar and Schultz";Acura;CL
346;29-11-2022;798380.85;9420;;Pingtang;"Lynch; Altenwerth and Sipes";Isuzu;i-Series
347;20-10-2022;951542.75;5949;;Krzeczów;"Wintheiser; Bode and Renner";Ford;Focus
348;06-01-2022;656993.42;6164;;Nariño;Bernhard LLC;Ford;F450
349;17-06-2022;669410.03;2645;;Acajutla;Franecki and Sons;Nissan;Altima
350;14-05-2022;375641.15;5497;;Catarman;Stiedemann LLC;Daewoo;Nubira
351;31-03-2022;464671.71;8067;;Karsin;"Kulas; Keebler and Lubowitz";Cadillac;DTS
352;26-01-2022;55072.26;4480;MEX;La Virgen;Feest and Sons;Mercury;Topaz
353;14-07-2022;150432.16;7867;;Cabaritan East;Hettinger Inc;Volvo;850
354;15-05-2022;477995.66;9869;72;San Juan;"Medhurst; Bashirian and Macejkovic";GMC;Yukon
355;13-07-2022;391445.30;8281;;Křižanov;"Heathcote; Yost and Schumm";BMW;7 Series
356;17-07-2022;360516.99;7363;03;Escola;Kovacek LLC;Plymouth;Neon
357;15-03-2022;221427.61;1610;;Áno Kalentíni;Schinner-Miller;Oldsmobile;98
358;31-12-2021;925416.95;6524;;Plasy;Gusikowski-Toy;Volvo;V90
359;03-12-2022;773930.81;7814;;Maribong;Kuhlman Group;Toyota;Camry
360;13-05-2022;676135.93;6009;;Sukamaju;"Morar; Lebsack and Kohler";Dodge;Durango
361;14-06-2022;773984.29;8939;;Tuopu Luke;Flatley-Crona;Suzuki;Vitara
362;24-12-2022;656626.50;9854;;João Pinheiro;"Kiehn; Willms and McLaughlin";Pontiac;Grand Prix
363;21-11-2022;983583.31;7440;;Cotia;Kilback-Herman;Chevrolet;APV
364;25-11-2022;684665.44;96;;Yartsevo;Jacobs Group;Honda;Insight
365;17-07-2022;772253.11;8643;;Xinxi;Pouros and Sons;Toyota;Celica
366;30-11-2022;468966.75;4482;;Qifang;"Ledner; Jacobi and Blick";Audi;4000CS Quattro
367;27-12-2022;501923.61;1988;;Barengkok;Dooley and Sons;Infiniti;QX
368;14-08-2022;582435.13;7436;13;Campos;Koelpin Inc;Cadillac;Seville
369;13-07-2022;804723.87;5649;;Katima Mulilo;"Gerhold; Schmeler and Halvorson";MINI;Cooper
370;08-05-2022;153547.71;3343;;Pasirreungit;Cummerata LLC;Mazda;626
371;19-02-2022;611241.28;4611;ON;St. Thomas;Von and Sons;Chevrolet;Silverado 2500
372;04-10-2022;116592.35;9432;;Maromitsa;Weissnat LLC;Audi;A6
373;25-07-2022;122382.58;297;;Ampanihy;Russel Group;GMC;Savana
374;17-11-2022;834116.58;1713;;Ngou;Aufderhar-Ferry;Aston Martin;V12 Vantage
375;25-08-2022;570676.66;6958;;Busilak;"Spinka; Cruickshank and Sauer";Mazda;B-Series
376;03-06-2022;177882.73;1545;;Qianpai;"Funk; Hodkiewicz and Medhurst";Alfa Romeo;164
377;24-07-2022;370490.11;2339;;Hatava;"Cruickshank; Cole and Greenfelder";Honda;Accord
378;22-08-2022;112162.55;529;;Anxiang;"Fadel; Rau and Jones";Dodge;Caravan
379;05-11-2022;84263.43;6064;;Cilegong;Cole-Reinger;Lexus;GS
380;04-07-2022;482235.84;1394;K;Sölvesborg;Rice LLC;Ford;Crown Victoria
381;30-07-2022;130935.92;4802;;Šalovci;"Conn; Turner and Rodriguez";Saab;900
382;19-08-2022;269931.30;9321;GRO;Lazaro Cardenas;Hirthe Inc;Chevrolet;Corvette
383;30-04-2022;218823.32;9847;;Shangyang;Zulauf Group;Toyota;Prius
384;20-02-2022;494626.10;4115;;Maogou;Kessler-Mosciski;Peugeot;207
385;14-06-2022;278088.63;864;;Mandaue City;"Runolfsdottir; Wehner and Lindgren";Acura;RL
386;12-01-2022;161976.14;5905;;Junaynat Raslān;"Lebsack; Beer and Bashirian";BMW;Alpina B7
387;04-03-2022;348142.78;5309;;Nishinoomote;"Smith; Blanda and Waters";GMC;Savana 3500
388;27-03-2022;147127.37;2147;;Huangnaihai;Kozey Group;Mercedes-Benz;SLK-Class
389;30-12-2022;3396.69;8655;;Phra Phutthabat;"Hackett; Larson and Sanford";BMW;645
390;23-05-2022;776240.78;790;;Russeifa;Purdy-Quitzon;Ford;Aerostar
391;20-08-2022;16444.04;9229;;Alegria;"Considine; Moore and Steuber";Infiniti;M
392;02-07-2022;492995.50;2819;;Sebewe;"Schmidt; Blick and Conn";Chevrolet;Silverado 3500
393;21-07-2022;365126.15;8543;;Gouyan;Jakubowski and Sons;Toyota;Tacoma
394;26-02-2022;836680.06;3969;;Baki;"Stoltenberg; Aufderhar and Ritchie";Ford;Freestar
395;20-01-2022;573767.28;4207;NSW;Sydney;"Abernathy; Bartoletti and Jacobi";Toyota;Camry Hybrid
396;05-03-2022;630156.59;126;;Chujiang;"Robel; Lindgren and Sporer";Honda;Element
397;02-06-2022;549344.19;1815;;Isawa;Funk-Runolfsson;Cadillac;Escalade ESV
398;24-07-2022;307718.71;1121;;Ngembel;Ziemann LLC;Oldsmobile;LSS
399;09-02-2022;942292.77;7865;;Árta;Hodkiewicz-Grady;Mercedes-Benz;600SEC
400;19-05-2022;447453.85;6113;;Koper;"Kilback; Windler and Champlin";Lexus;IS
401;27-12-2022;894386.98;5219;;Nūrābād;Deckow-Turcotte;Oldsmobile;Silhouette
402;07-03-2022;120402.15;8391;;Hetai;Hodkiewicz-Satterfield;Pontiac;Bonneville
403;04-05-2022;1496.62;4182;;Paoua;Adams LLC;Pontiac;Sunbird
404;17-01-2022;903352.73;8743;;Leifeng;Bednar Inc;Ferrari;F430
405;10-11-2022;870391.19;9024;;Wuma;"Becker; Stanton and Smith";Volkswagen;Golf III
406;27-11-2022;373543.78;20;;Paradyż;Brown Inc;Ford;F350
407;27-01-2022;692780.51;5004;;El Águila;Thiel-McLaughlin;Subaru;Forester
408;08-11-2022;326050.72;1726;;Vorontsovka;Crooks and Sons;Mitsubishi;Eclipse
409;09-07-2022;573838.00;7982;AB;Stockholm;Davis and Sons;Ford;Ranger
410;12-09-2022;819715.92;8921;;Zhoujiang;Bartell-Spencer;Dodge;Aries
411;05-03-2022;135965.91;7394;;Rudong;"O'Conner; Hickle and Jaskolski";Dodge;Viper
412;27-06-2022;385762.81;1291;;Guanyinsi;Pacocha LLC;Ford;Freestar
413;07-12-2022;568685.30;677;;Arapongas;"Spinka; Cole and Erdman";Toyota;Venza
414;09-07-2022;458120.71;9840;;Zhenziliang;"Mosciski; Predovic and Nolan";Jaguar;XF
415;24-06-2022;920203.95;8600;;Thị Trấn Trùng Khánh;"DuBuque; Muller and Pagac";Volvo;S40
416;13-09-2022;578706.62;3719;04;Vila Flor;Jacobi Inc;Nissan;Frontier
417;13-08-2022;726236.56;9054;;Gīdolē;Bogan LLC;Chevrolet;Express
418;01-12-2022;150682.61;7074;PRK;Ipoh;Kunze LLC;Dodge;Grand Caravan
419;09-11-2022;821929.55;3400;;Capitán Bermúdez;Macejkovic Group;Ford;Focus
420;29-05-2022;647557.61;2664;;Lokossa;McGlynn LLC;Porsche;Carrera GT
421;05-09-2022;549321.61;498;;Nikel’;Douglas Group;Volvo;C70
422;14-10-2022;848322.17;9169;;Almaznyy;"Nikolaus; Mitchell and Cormier";Ford;Mustang
423;30-12-2022;659222.87;4866;;Khong Chai;Sporer-Donnelly;Mitsubishi;Precis
424;30-01-2022;730062.45;768;;Huanghuai;Homenick-Zieme;Volvo;S80
425;07-08-2022;568077.30;4166;;Potrero Grande;Lynch-Hoeger;Porsche;911
426;05-11-2022;905.66;4396;13;Reguenga;Mills-Raynor;Lincoln;Blackwood
427;15-02-2022;268909.75;6032;;Berdyans’k;"Hegmann; Heller and Buckridge";Dodge;Dakota Club
428;16-01-2022;519217.27;4684;18;Ourozinho;Wunsch-Beahan;Audi;TT
429;07-07-2022;121875.69;8415;;Huyunxiang;Weissnat Group;Toyota;Matrix
430;25-10-2022;865207.82;5904;;Boston;Gutmann LLC;Chrysler;300
431;17-06-2022;99780.29;1767;;Hương Sơn;"Funk; Swift and Runolfsdottir";Scion;xB
432;29-01-2022;423498.34;3519;;Tabuny;O'Keefe-Macejkovic;Ford;Ranger
433;17-04-2022;596760.31;6451;;Engenheiro Beltrão;Johns-Flatley;Mercury;Cougar
434;27-04-2022;980881.81;1585;;Dūrā al Qar‘;"Christiansen; Flatley and Miller";Acura;NSX
435;04-07-2022;598751.41;7681;A8;Paris 14;Orn-Padberg;GMC;Vandura 3500
436;19-06-2022;586777.74;1188;;Gueset;Schoen and Sons;Volkswagen;Passat
437;12-11-2022;141358.95;50;;Haixing;Beahan Group;Nissan;Xterra
438;02-06-2022;417703.76;7498;;Zhongxi;"Reilly; Langosh and Kihn";Ford;Econoline E350
439;27-07-2022;629907.74;408;;Nevel’sk;Stamm-Weimann;Ford;Edge
440;25-09-2022;353795.55;3668;;Tuanchengshan;"Greenholt; Kunze and Haley";Dodge;Ram Van B250
441;25-08-2022;182714.49;5063;;Huangwei;"Sawayn; Emard and Larson";BMW;Z3
442;16-06-2022;970976.71;3133;;Nzega;Mraz and Sons;Ford;Escape
443;16-07-2022;913482.22;4947;ON;Carleton Place;McGlynn-Oberbrunner;Acura;TSX
444;19-06-2022;725296.75;53;;Räpina;Kshlerin LLC;Porsche;Panamera
445;16-02-2022;303470.03;1894;;Krông Kmar;Gaylord-Weber;Eagle;Vision
446;01-04-2022;735974.20;694;;Pedaringan;Fay LLC;Chevrolet;Corvette
447;30-08-2022;253486.79;528;;Shuangxiqiao;"Yundt; Homenick and Hand";Alfa Romeo;164
448;16-07-2022;549801.94;7548;;Ojos de Agua;Lubowitz-Ledner;Chevrolet;Suburban 2500
449;16-03-2022;95976.52;4489;;Nyangao;Heidenreich Group;Mazda;MX-5
450;18-04-2022;734567.78;2333;1084;København;"Ruecker; Hudson and Welch";Nissan;Frontier
451;13-08-2022;133292.45;351;;Przemków;Predovic-Bahringer;Honda;S2000
452;07-01-2022;274436.60;9228;;Garhi Yāsīn;Shanahan Inc;Toyota;Avalon
453;17-10-2022;61769.65;5501;COA;Loma Bonita;"Spinka; Graham and Luettgen";Mercedes-Benz;G-Class
454;23-08-2022;146862.34;1879;;Nova Petrópolis;Lowe LLC;Dodge;Ram 2500
455;27-03-2022;775515.88;3459;A8;Évry;Schoen Inc;Nissan;Pathfinder
456;05-01-2022;575385.42;4977;;Tianzhou;"Daugherty; Bins and Wiegand";Chevrolet;Venture
457;17-10-2022;485362.61;5678;;Hexi;Franecki Group;Lamborghini;Reventón
458;16-05-2022;671175.63;3350;;Postmasburg;"Hauck; Abshire and Langosh";Subaru;Leone
459;29-05-2022;234407.81;2699;;San Ignacio de Tupile;Marks-Fisher;BMW;M3
460;05-10-2022;399467.07;7454;;Bārah;"Koch; White and Nader";Chevrolet;S10
461;11-10-2022;863003.74;9631;;Medenine;"Kris; Block and Gottlieb";Cadillac;Escalade
462;28-09-2022;91241.08;9617;;Mełgiew;"Cronin; Emmerich and O'Keefe";Mercedes-Benz;C-Class
463;05-09-2022;242013.67;183;OH;Hamilton;"Conroy; Anderson and Reichel";Dodge;D350 Club
464;20-10-2022;948470.48;4310;;Bayān;"Flatley; Murray and Steuber";Mercedes-Benz;400E
465;30-10-2022;518714.45;5347;;Pueblo Nuevo;Lubowitz and Sons;Mitsubishi;RVR
466;10-08-2022;69270.76;9622;;Liutao;"Simonis; Kuhlman and Price";Volkswagen;Cabriolet
467;17-01-2022;294729.08;9169;;Campo de la Cruz;"Gerhold; Shanahan and Swaniawski";Chevrolet;Prizm
468;13-08-2022;37964.99;7486;BD;Luleå;Keeling LLC;Chrysler;Town & Country
469;16-01-2022;2984.03;4545;;Yixin;Corkery-Pfeffer;Mazda;Miata MX-5
470;12-09-2022;499784.14;4998;;Maştağa;Morissette-Johnston;Chevrolet;Silverado
471;25-06-2022;770997.86;8448;;Dakoro;"Johnson; Gerhold and Emard";Acura;RDX
472;27-09-2022;867027.10;5491;;Wenchi;"Sauer; Hahn and Kuhic";Mitsubishi;Pajero
473;30-08-2022;288801.90;4729;;Gēdo;Homenick Inc;Lexus;GS
474;03-11-2022;39417.70;7678;;Morrison;Kuvalis-Witting;Land Rover;Discovery Series II
475;07-11-2022;317558.56;4435;01;Moss;"Becker; Lowe and Beatty";Land Rover;Range Rover
476;09-08-2022;463342.59;1219;;Pyhäselkä;"Hoppe; Turner and Hyatt";Buick;Century
477;19-11-2022;245040.66;3544;;Sekondi-Takoradi;"Heaney; Borer and Conn";Subaru;SVX
478;16-08-2022;779056.18;5234;13;Calçada;Stoltenberg-Bauch;GMC;Savana 1500
479;19-05-2022;439961.23;704;SK;Moose Jaw;"Hilpert; Farrell and Hirthe";Buick;Special
480;20-04-2022;980264.92;1453;;Bělá pod Bezdězem;"Wunsch; Brown and Casper";GMC;Envoy XL
481;15-02-2022;119382.56;3776;;Cardona;Flatley Group;Nissan;Altima
482;12-01-2022;77648.90;662;;San Ignacio;Berge and Sons;Subaru;Tribeca
483;02-05-2022;317347.59;7349;;Badu;Leuschke-Mitchell;Rolls-Royce;Phantom
484;12-01-2022;287138.83;9385;;Qimeng;"Strosin; Muller and Koss";Oldsmobile;Toronado
485;07-06-2022;891640.08;5400;;Kwangju;"Roberts; Connelly and Ullrich";Toyota;Avalon
486;29-07-2022;803512.84;9879;;Kranggan;Kling-Kuhic;Jeep;Patriot
487;24-11-2022;506537.66;3776;;Mengdong;"Cronin; Funk and Keeling";Honda;CR-V
488;22-01-2022;193193.95;2284;;Badarganj;Towne and Sons;Volvo;S60
489;02-05-2022;480607.77;3477;;Futian;Walker-MacGyver;Ford;Taurus
490;26-09-2022;789391.06;8827;;Siguinon;Morissette and Sons;Dodge;Ram 2500
491;10-11-2022;671596.08;6168;05;Venlo;"Robel; Schiller and Lockman";Spyker;C8 Laviolette
492;28-11-2022;568009.49;56;;Peddie;"Kertzmann; O'Hara and Gleason";Toyota;Venza
493;26-03-2022;300838.77;8840;;Taiyang;Stamm-Abbott;GMC;Savana 1500
494;21-01-2022;394483.36;5322;;Kiraman;"Kutch; Walker and Welch";Honda;Odyssey
495;18-09-2022;945048.98;8515;;Bungabon;Christiansen-Kirlin;Volkswagen;rio
496;08-11-2022;794194.96;7015;;Beisijia;Conn-Bashirian;Pontiac;Grand Am
497;22-06-2022;104370.18;1537;13;Ponte Nova;Auer Inc;GMC;Yukon
498;16-07-2022;418933.30;7388;;Migues;Crona LLC;Nissan;240SX
499;14-01-2022;632028.22;5103;;Višnjićevo;Windler-Koepp;Mercury;Capri
500;01-05-2022;14792.73;3454;;Mirsk;Frami-Leffler;Chevrolet;Express 3500
501;18-10-2022;461290.89;1508;;Tertek;Kuphal-Beatty;Isuzu;Ascender
502;02-04-2022;581250.76;8746;;Yuscarán;Kilback-Stanton;Pontiac;Sunbird
503;18-06-2022;817027.05;8791;16;Trondheim;"Cormier; Nitzsche and Abbott";GMC;2500 Club Coupe
504;11-08-2022;122005.89;286;03;Oslo;Kshlerin LLC;Dodge;Ram 1500
505;29-01-2022;861363.91;8852;;Níkaia;"Bartoletti; Schowalter and Wisoky";GMC;Vandura 3500
506;31-03-2022;455076.13;6821;;Voronezh;"Beer; Herman and Spencer";GMC;Savana 2500
507;12-10-2022;837458.55;6609;;Nieborów;Runte-Blanda;Subaru;Legacy
508;07-10-2022;921457.49;906;;Yahil’nytsya;Bergstrom-Dickinson;Mercedes-Benz;S-Class
509;19-05-2022;385786.27;3033;;Kangani;Leffler-Cummings;Kia;Spectra
510;10-10-2022;998534.69;9922;;Dongdu;Hudson-McCullough;Toyota;4Runner
511;04-12-2022;666123.99;4837;;Danauparis;"Dicki; Haley and Kshlerin";Chevrolet;Tahoe
512;27-07-2022;915289.30;1913;;Chiriguaná;Rau-Bosco;BMW;600
513;20-09-2022;768037.03;8357;;Indramayu;Stokes-Kovacek;Ford;Contour
514;20-12-2022;208676.28;1593;;Vygonichi;"Runolfsdottir; VonRueden and Shanahan";Ford;Mustang
515;05-02-2022;415170.12;3381;;Arsenal;O'Hara LLC;Chevrolet;Silverado 1500
516;07-01-2022;420018.49;2965;;Paranaíba;Bergnaum Inc;Ford;Econoline E150
517;13-05-2022;108937.06;3876;;Dandai;"Farrell; Ziemann and Haley";Ford;Taurus
518;14-10-2022;636359.46;1613;;Kambar;Padberg Group;GMC;Sierra 1500
519;03-03-2022;3394.82;7561;;Vacoas;Gulgowski-Balistreri;Dodge;Grand Caravan
520;07-06-2022;10617.05;9724;;Esuk Oron;Ward-Bartell;Dodge;Neon
521;18-06-2022;211584.67;2892;;Zaleszany;Sanford LLC;Lexus;GS
522;13-07-2022;662530.82;3552;18;Outeiro;Lakin Inc;Lincoln;Town Car
523;24-01-2022;458658.69;2813;;Bledzew;Hermiston LLC;Oldsmobile;Bravada
524;16-10-2022;171768.88;4513;;Bergville;Upton and Sons;Lincoln;Mark VIII
525;16-09-2022;236445.69;447;;Kálymnos;Johnson-Klocko;Mitsubishi;Outlander Sport
526;22-06-2022;295171.10;558;;Ma’ao;Schultz-Hilpert;Porsche;Boxster
527;15-08-2022;581872.87;2250;;Tunjë;Homenick Inc;GMC;Yukon
528;06-04-2022;395374.84;5651;;Liang;Roob-Willms;Mitsubishi;Montero Sport
529;12-11-2022;791380.82;6349;11;Dafundo;"Nitzsche; Fay and Cummerata";Saturn;L-Series
530;05-03-2022;1551.48;9685;;Cube;Schowalter-Ebert;Saab;900
531;02-02-2022;275793.71;2821;05;Roermond;Balistreri and Sons;Toyota;4Runner
532;23-02-2022;366466.06;7873;;Akademgorodok;"Farrell; Durgan and Trantow";Chevrolet;Tahoe
533;30-08-2022;709460.41;7466;;Mompós;"Wisozk; Murray and Hirthe";Mazda;MX-6
534;27-12-2022;899639.50;5381;;Jabranti;"Kilback; Quigley and Macejkovic";BMW;1 Series
535;04-06-2022;741620.98;4650;GRO;Ejidal;Walsh Group;Pontiac;Grand Am
536;01-12-2022;924644.12;7226;;Weifen;"Waters; Ondricka and Bednar";Dodge;Ram 3500
537;24-11-2022;647431.00;5466;;Libu;Kuvalis Group;Volvo;S70
538;07-06-2022;541755.56;3846;GUA;San Miguel;Nienow and Sons;Ford;Econoline E150
539;15-09-2022;626429.20;7019;;Sebasang;"Connelly; Bruen and Anderson";Toyota;Tundra
540;09-10-2022;478781.15;6868;;Gaide;Bosco-Ryan;Chevrolet;Silverado
541;30-06-2022;949549.77;5829;;Al Ḩarāk;"Waelchi; Robel and Pagac";Chevrolet;Citation
542;08-09-2022;29819.72;1124;;Comitancillo;"Ledner; Hermiston and Bartell";Chevrolet;Sportvan G30
543;24-09-2022;727495.02;3266;;Bukavu;Feil Group;Oldsmobile;Cutlass Supreme
544;03-05-2022;218690.20;6448;;Qingban;Dare and Sons;Mitsubishi;Outlander
545;29-10-2022;259792.79;9138;;Molo;Collins and Sons;Mitsubishi;Eclipse
546;07-12-2022;847340.65;8375;;Sumberbening;Bailey Inc;Fiat;Nuova 500
547;06-04-2022;537500.48;7280;;Panjiang;"Batz; Jerde and Jaskolski";Mitsubishi;Pajero
548;06-10-2022;434048.89;9257;;Kvasiny;Renner-Lindgren;Dodge;Grand Caravan
549;26-04-2022;120909.95;3125;;Zelenodolsk;Emard Group;Toyota;FJ Cruiser
550;07-07-2022;438901.75;1442;;Sagua de Tánamo;Oberbrunner-McClure;Mazda;RX-7
551;02-11-2022;853897.64;5727;;Sørvágur;Breitenberg-Towne;Isuzu;Hombre
552;15-07-2022;635602.03;8999;;Velikovechnoye;"Thompson; Skiles and O'Kon";Maybach;57
553;20-06-2022;592207.91;235;;Nysa;"Pollich; Monahan and Willms";Oldsmobile;88
554;07-04-2022;994432.05;1557;;Ouani;"Jacobs; Yundt and Mitchell";Nissan;Versa
555;17-03-2022;270920.73;6379;;Pajak;Watsica-Bartell;Audi;A3
556;02-02-2022;156941.91;999;;Al Jīzah;Lockman Inc;BMW;5 Series
557;30-01-2022;311971.39;6521;;Padilla;"Pouros; Kassulke and McClure";BMW;650
558;26-10-2022;398114.31;9241;;Sindangraja;"Bayer; Klein and Cremin";Mazda;CX-7
559;13-04-2022;873499.23;17;VA;Reston;Deckow-McDermott;Nissan;Xterra
560;09-03-2022;429854.95;9895;15;Zwolle;"Langworth; Nikolaus and Botsford";Buick;Rendezvous
561;30-06-2022;659559.68;7063;;Sison;Upton LLC;Mercedes-Benz;C-Class
562;29-11-2022;176782.15;6686;;Grajaú;Dicki-Kautzer;Dodge;Ram 2500
563;03-12-2022;733212.15;4724;;Langensari;Wiza and Sons;Kia;Rio
564;14-01-2022;734239.79;5375;;Longzhou;Douglas-Ondricka;Chevrolet;Express 1500
565;07-08-2022;939660.46;7499;;Zadawa;Towne Inc;Chevrolet;Avalanche
566;04-07-2022;441228.48;9994;;Nueva Italia;Dickinson-Jast;Toyota;Land Cruiser
567;05-08-2022;833043.78;9815;;Zubrzyca Dolna;Rempel-Hodkiewicz;MINI;Cooper
568;25-05-2022;529257.04;6226;;Smínthi;Carter Inc;Mazda;929
569;03-09-2022;312285.81;6655;;Dankunku;Reichel-Gerhold;Infiniti;Q
570;17-01-2022;870584.79;9682;;Kebunkelapa;Ortiz-Metz;Subaru;Forester
571;21-09-2022;73548.57;9307;;Jiangbu;"Pouros; Kemmer and Medhurst";Chevrolet;Impala
572;11-06-2022;396825.21;2813;;Gubuk Daya;"O'Connell; Smith and Balistreri";Lincoln;MKX
573;02-10-2022;922315.59;5706;CA;San Diego;"Reilly; Morissette and Aufderhar";Pontiac;Grand Prix
574;02-03-2022;284320.27;9509;;Chaoyang;Borer-Bauch;Cadillac;XLR
575;02-03-2022;298860.97;9928;;Mairiporã;Hamill-Bayer;Ford;Expedition EL
576;27-09-2022;419428.38;7630;;Tugela Ferry;"Moore; Hahn and Wunsch";Chevrolet;Corvette
577;10-06-2022;757651.39;6255;12;Bergen;"Schimmel; Lockman and Moore";Lexus;GX
578;11-02-2022;322969.92;4507;;Javalera;Aufderhar-Hilpert;Dodge;D350 Club
579;19-10-2022;369356.39;7784;;Shiqiao;Quitzon-Romaguera;GMC;Sonoma Club Coupe
580;12-05-2022;305239.47;1673;;Phra Nakhon Si Ayutthaya;Hansen LLC;Chevrolet;Camaro
581;15-03-2022;364343.81;9287;;Mingjing;Johns Group;Ford;Ranger
582;27-10-2022;623836.58;4110;;Nansan;Christiansen-Rath;Geo;Metro
583;16-02-2022;351117.46;6655;;Kaleybar;Gaylord-Lueilwitz;Porsche;Cayman
584;23-12-2022;432043.54;7754;;Rumenka;Lowe-Boehm;Ford;Escape
585;12-11-2022;338886.31;6352;LM;Milano;Jast Inc;Nissan;350Z
586;24-11-2022;57952.82;6635;U;Västerås;Considine-Welch;Acura;SLX
587;10-04-2022;938822.07;9478;;Balete;Cormier-Watsica;Oldsmobile;Bravada
588;07-10-2022;190296.01;8315;;Sanhe;Flatley-Reichert;Toyota;Prius
589;28-08-2022;463443.18;8306;;Kurmanayevka;Volkman LLC;Chevrolet;Camaro
590;12-02-2022;303848.74;1635;;Rakitnoye;King LLC;Mitsubishi;Chariot
591;13-07-2022;593330.01;1342;;Qaşr al Farāfirah;Hand LLC;Chevrolet;G-Series G20
