id_location;state;city;store
460;N/A;Kebunkelapa;Ortiz-Metz
430;N/A;Jiangbu;"Pouros; Kemmer and Medhurst"
366;N/A;Gubuk Daya;"O'Connell; Smith and Balistreri"
110;CA;San Diego;"Reilly; Morissette and Aufderhar"
266;N/A;Chaoyang;Borer-Bauch
552;N/A;Mairiporã;Hamill-Bayer
853;N/A;Tugela Ferry;"Moore; Hahn and Wunsch"
42;12;Bergen;"Schimmel; Lockman and Moore"
425;N/A;Javalera;Aufderhar-Hilpert
780;N/A;Shiqiao;Quitzon-Romaguera
679;N/A;Phra Nakhon Si Ayutthaya;Hansen LLC
583;N/A;Mingjing;Johns Group
611;N/A;Nansan;Christiansen-Rath
445;N/A;Kaleybar;Gaylord-Lueilwitz
735;N/A;Rumenka;Lowe-Boehm
130;LM;Milano;Jast Inc
990;U;Västerås;Considine-Welch
181;N/A;Balete;Cormier-Watsica
757;N/A;Sanhe;Flatley-Reichert
496;N/A;Kurmanayevka;Volkman LLC
719;N/A;Rakitnoye;King LLC
706;N/A;Qaşr al Farāfirah;Hand LLC
960;N/A;Ţayyibat al Imām;Ondricka-Upton
515;N/A;Leskolovo;"Mills; Davis and Glover"
414;N/A;Invercargill;Turner Inc
646;N/A;Osek nad Bečvou;Williamson-O'Connell
730;N/A;Rodionovo-Nesvetayskaya;Farrell-Hackett
439;N/A;Jubao;Boehm-Gaylord
180;N/A;Balakhta;"Mills; Thiel and Dicki"
913;N/A;Yaguarón;"Torphy; Cruickshank and O'Kon"
122;F;Jönköping;Padberg Inc
902;N/A;Xinchenglu;Wolf-Barton
225;N/A;Bočar;Ernser Inc
753;N/A;San Pedro de Atacama;Dickens-Barrows
898;N/A;Xiabeisi;Nitzsche-Strosin
362;N/A;Grigiškės;"Huel; Lockman and Sanford"
867;N/A;Urshel’skiy;Vandervort-Berge
906;N/A;Xinxu;Buckridge-Stoltenberg
607;N/A;Měcholupy;"Feest; Kertzmann and Runte"
916;N/A;Yamrat;"Huels; Bernier and Lindgren"
750;N/A;San José;Bashirian-Simonis
641;N/A;Oenunu;Langosh-Schamberger
169;N/A;Ash Shuqayrah;Goyette Inc
783;N/A;Shizuoka-shi;Jakubowski LLC
94;AB;Vårby;"Torp; Lind and Waelchi"
381;N/A;Haymā’;Johnston-Schaden
666;N/A;Pasanggrahan;"Weimann; Labadie and Stracke"
977;PUE;El Calvario;"Heller; Bernhard and Ward"
156;N/A;Amuru;"Prosacco; Pacocha and Leannon"
509;N/A;Lanci Satu;Rice Group
803;N/A;Stanišić;"Graham; Robel and McClure"
571;N/A;Maño;Nienow-Kozey
711;N/A;Qila Abdullāh;Hermiston-Hauck
575;N/A;Mbomba;Homenick-Jenkins
511;N/A;Langádhia;Murphy-Pfannerstill
505;N/A;La Sebala du Mornag;Kuvalis LLC
491;N/A;Kragujevac;Schroeder and Sons
961;N/A;Żywiec;Kirlin-Bradtke
928;N/A;Youlan;Braun-Bahringer
489;N/A;Kotor;Jacobson LLC
987;TX;El Paso;Casper-Konopelski
773;N/A;Shanling;"Considine; Watsica and Fritsch"
54;14;Meia Via;Witting-Haley
420;N/A;Ivot;Gislason-Kuhn
52;14;Aldeia de Além;Williamson-Feest
756;N/A;Sanghan;Mohr-Hahn
517;N/A;Lgota Wielka;Gleichner LLC
704;N/A;Qal‘eh-ye Khvājeh;Funk-Hirthe
76;A4;Sedan;Bartoletti-Abernathy
926;N/A;Yongchuan;"Murray; Zieme and Kemmer"
269;N/A;Chinchaypujio;Fritsch-Jones
26;07;Alcáçovas;Luettgen-Kozey
854;N/A;Tunjuk Selatan;"Muller; Ward and Gleason"
718;N/A;Quinocay;Macejkovic LLC
843;N/A;Tobilolong;"Bauch; Shanahan and Anderson"
172;N/A;Avarua;Renner-Bahringer
6;02;Mértola;Lowe Group
100;B8;Nice;Abshire-Stokes
416;N/A;Isiro;"Rath; Von and Borer"
142;N/A;Agriá;Bradtke-Dare
410;N/A;Indaial;Ortiz Inc
998;X;Gävle;Huels-Hartmann
235;N/A;Buluangan;"Christiansen; Dietrich and Sauer"
357;N/A;Golubinci;Dickens-Streich
792;N/A;Simunul;Aufderhar-Trantow
321;N/A;Dulangan;Nikolaus Inc
752;N/A;San Pedro Zacapa;"Yost; Braun and Wyman"
443;N/A;Kalate;Kuhlman-Kshlerin
53;14;Malpique;"King; Kozey and Bogisich"
828;N/A;Tamamura;"Emard; Kovacek and Hills"
596;N/A;Motrico;Graham and Sons
727;N/A;Ricardo Palma;"Schultz; Koelpin and Mann"
329;N/A;Elena;"Spinka; VonRueden and Hessel"
319;N/A;Drogomyśl;Orn Inc
278;N/A;Cigadung;Gorczany LLC
686;N/A;Pithoro;Schumm-Sporer
229;N/A;Budy;Murazik and Sons
890;N/A;Wenquan;"Batz; Cremin and McGlynn"
904;N/A;Xingshou;Kuhlman LLC
260;N/A;Caçapava;Friesen and Sons
17;05;Pedrogão;Strosin LLC
372;N/A;Guohua;"Roob; Johnston and Stokes"
390;N/A;Hobaramachi;"Lebsack; Corkery and Konopelski"
692;N/A;Port Maria;Rutherford-Thompson
600;N/A;Mulanje;"Hodkiewicz; Ruecker and Doyle"
116;CT;Stamford;"Bosco; Conn and Dickens"
604;N/A;Myanaung;MacGyver-Nicolas
358;N/A;Gornji Breg;Torphy-Powlowski
212;N/A;Bindura;"Upton; Mueller and Kemmer"
561;N/A;Marabahan;Beahan Inc
336;N/A;Fenhe;VonRueden-Ruecker
31;09;Utrecht (stad);"Rolfson; Bayer and Powlowski"
597;N/A;Mozdok;Goyette Inc
581;N/A;Miaoyu;Parisian Inc
840;N/A;Tianyuan;O'Conner-Stoltenberg
508;N/A;Lampa;"Lindgren; Lemke and Skiles"
870;N/A;Valle de Ángeles;"Cummings; Sauer and Halvorson"
284;N/A;Cisantri;Wiegand-Gutmann
652;N/A;Pacora;Streich LLC
866;N/A;Ungsang;"Cormier; McLaughlin and Kub"
650;N/A;Owerri;Bogan-Erdman
802;N/A;Srbica;Welch Group
547;N/A;Machinda;"Ankunding; Schimmel and O'Hara"
71;A1;Dijon;Doyle-Halvorson
253;N/A;Caleta Olivia;"Barrows; Lubowitz and Robel"
403;N/A;Hövsan;"Herzog; Gottlieb and Harvey"
233;N/A;Bulacnin;Stehr-Kshlerin
519;N/A;Liangchahe;Dibbert-Pouros
779;N/A;Shifang;Cormier Inc
373;N/A;Gwangtan;Gleichner-Adams
927;N/A;Yonghe;Hand and Sons
700;N/A;Puerres;Wintheiser-Kassulke
720;N/A;Rancabungur;Morissette LLC
754;N/A;San Pedro de Atacama;"Ryan; Kertzmann and Blanda"
534;N/A;Longgang;Batz and Sons
119;E;Linköping;"Lindgren; Wolf and Bruen"
545;N/A;Lühua;Orn Inc
558;N/A;Mandráki;Rempel-Buckridge
481;N/A;Kolirerek;"Heller; Trantow and Hayes"
805;N/A;Staromyshastovskaya;"Runolfsson; Nikolaus and Thiel"
249;N/A;Cabog;Bergnaum-Hirthe
609;N/A;Nagrak;"Moen; Dibbert and Ankunding"
374;N/A;Gyangqai;Raynor LLC
838;N/A;Thívai;"Hills; Abernathy and Will"
384;N/A;Heshan;Mitchell-Larson
263;N/A;Changgang;"Waelchi; Skiles and Senger"
678;N/A;Phayakkhaphum Phisai;"Shields; Frami and Cremin"
883;N/A;Walichnowy;Reynolds Group
81;A8;Paris 19;"Bogisich; Wunsch and Schulist"
267;N/A;Charikar;"Lang; Murazik and Baumbach"
230;N/A;Budziszewice;Kessler Group
21;06;Colmeal;"Boyle; Corkery and Douglas"
294;N/A;Corumbá;"Donnelly; Lemke and Bailey"
395;N/A;Huangjinbu;"Leuschke; Schumm and Will"
599;N/A;Mukun;"Heaney; Bradtke and Wolf"
910;N/A;Xin’an;"Barton; Roob and Greenfelder"
942;N/A;Zheshan;Johnson Inc
85;A9;Nîmes;Koss-Lang
590;N/A;Molagavita;McDermott Inc
821;N/A;Tagana-an;Turcotte and Sons
759;N/A;Santa Cruz do Sul;Larson-Feil
256;N/A;Cantoria;"Smitham; Torp and Mitchell"
121;F;Jönköping;Keebler and Sons
369;N/A;Guinsadan;Wiegand-Mills
262;N/A;Chaltyr;O'Reilly and Sons
268;N/A;Chengjiao Chengguanzhen;Reilly-Schumm
834;N/A;Telukpakedai;"Rogahn; Stanton and Metz"
157;N/A;An Lão;Wolf-Hagenes
733;N/A;Rujewa;Pfeffer-Willms
749;N/A;San Isidro;"Stark; Berge and Brown"
778;N/A;Shidu;Swaniawski-Bergstrom
421;N/A;Iwŏn-ŭp;"McClure; Kerluke and Jast"
453;N/A;Kari;West-Hills
138;N/A;Abovyan;Parker-Ritchie
173;N/A;A’ershan;Mante-Goyette
419;N/A;Itupeva;"Daugherty; Hand and Christiansen"
7;03;Boucinha;Wehner Group
579;N/A;Mengyin;Jacobs LLC
35;1084;København;Thiel-Gerlach
88;AB;Järna;Barton-Ritchie
721;N/A;Rantaupanjang;Jacobi-Rippin
799;N/A;Sonder;Friesen-Reynolds
279;N/A;Cihurip Satu;"Zieme; Breitenberg and O'Hara"
459;N/A;Kazinka;Heathcote Inc
248;N/A;Cabay;Durgan Group
123;F;Jönköping;Schaefer and Sons
658;N/A;Pandean;Price-Heathcote
389;N/A;Hiratsuka;Kuphal and Sons
660;N/A;Pangantocan;Smitham Group
937;N/A;Zevgolateió;"Streich; Jenkins and Lemke"
636;N/A;Néa Péramos;Ferry Group
917;N/A;Yangong;Heidenreich-Wehner
565;N/A;Markaz al Marīr;Pfannerstill-Walker
227;N/A;Brochów;"Upton; Mueller and Collier"
134;MI;Detroit;Borer-Orn
334;N/A;Fengshan;"Turcotte; Stracke and Cummings"
555;N/A;Manacsac;Fahey-Mertz
532;N/A;Lixiqiao;Smith and Sons
349;N/A;Gedaliang;Marks-Braun
847;N/A;Tongjing;"Cummings; Cassin and Satterfield"
971;OK;Oklahoma City;Windler Group
625;N/A;Novomichurinsk;Dibbert-Rohan
813;N/A;Surkh Bilandī;Kertzmann LLC
569;N/A;Maythalūn;Mills-Rath
240;N/A;Butahai;"Goldner; Baumbach and Crona"
644;N/A;Olkusz;Hilll LLC
371;N/A;Gunjur;Flatley-Gutkowski
903;N/A;Xindong;Batz and Sons
281;N/A;Cilolohan;"Harber; Upton and Howell"
588;N/A;Mobaye;McCullough LLC
2;01;Fajões;Stiedemann-Windler
25;06;Tocha;Purdy Inc
252;N/A;Calapan;Glover and Sons
312;N/A;Disina;"Flatley; Goodwin and Green"
814;N/A;Su’ao;"Lakin; Koelpin and Prohaska"
28;07;Pavia;VonRueden-Cummings
37;11;Carvoeira;Mayer-Simonis
153;N/A;Ami;"Hills; Crona and Barton"
846;N/A;Tomilino;Armstrong Inc
874;N/A;Victoria;Towne LLC
348;N/A;Garoua Boulaï;Jones Inc
698;N/A;Ptghunk’;Durgan-Jones
844;N/A;Tocopilla;Reichel Group
117;D;Strängnäs;Kuhlman-Yundt
996;WI;Milwaukee;"Hoppe; Cronin and Yost"
199;N/A;Bazzāryah;Witting and Sons
218;N/A;Boleszkowice;Flatley Inc
919;N/A;Yantan;Heaney-McClure
401;N/A;Huohua;Abernathy Group
92;AB;Stockholm;Hyatt and Sons
908;N/A;Xinzhou;"Kassulke; Lesch and Kohler"
355;N/A;Glasnevin;"Leuschke; Hahn and Bashirian"
479;N/A;Koffiefontein;"Stamm; Huels and Kuhic"
577;N/A;Melfi;Hand Inc
695;N/A;Prengtale;Hermann-Shanahan
322;N/A;Dunhou;Heathcote-Langworth
628;N/A;Ntobo;"Jast; Champlin and Bednar"
433;N/A;Jijiga;"Crist; Macejkovic and Simonis"
103;B9;Grenoble;Reinger-Hartmann
554;N/A;Malabang;Wintheiser-Jast
777;N/A;Shengli;"Stark; Homenick and Zboncak"
612;N/A;Nantang;Carter Inc
632;N/A;Nunutba;Bartoletti Inc
827;N/A;Talisay;"Bode; Hegmann and Johns"
935;N/A;Zduńska Wola;Quigley and Sons
12;03;São Paio Merelim;Goyette Group
432;N/A;Jiaodai;Kshlerin Group
363;N/A;Guacarí;"Denesik; Swift and Hills"
163;N/A;Ar Ru’ays;Jakubowski-Keebler
293;N/A;Corquín;Gleichner-Wisozk
949;N/A;Zhuanshui;Roob LLC
775;N/A;Sharkawshchyna;"Hauck; Leffler and Herman"
540;N/A;Louis Trichardt;"Howe; Watsica and Frami"
507;N/A;Lakinsk;"Ferry; Considine and Morar"
308;N/A;Datong;"Gulgowski; Morissette and Cruickshank"
183;N/A;Bambor;"Davis; Grady and Morar"
185;N/A;Ban Ratsada;"Frami; Ward and Blanda"
0;01;Anadia;Graham-Hane
137;MT;Billings;"Kemmer; Abbott and Greenholt"
894;N/A;Woto;Altenwerth LLC
512;N/A;Las Tejerías;Wintheiser-Lindgren
171;N/A;Atengmelang;Corkery-Jenkins
200;N/A;Bechyně;Strosin Inc
333;N/A;Fairview;Douglas-Robel
934;N/A;Zbąszyń;Zieme-Turner
494;N/A;Krzęcin;"Heathcote; Weimann and Weber"
882;N/A;Wailang;"Bayer; Davis and Roob"
989;TX;Midland;Bartoletti-Moore
964;N/A;‘Awaj;Flatley-Tillman
29;07;Sandefjord;Parisian-Wisozk
745;N/A;Salinungan Proper;Beahan-Rolfson
234;N/A;Bulu;Steuber and Sons
195;N/A;Bawshar;"Botsford; Hessel and Gulgowski"
859;N/A;Tvarožná;Hilll and Sons
36;11;Alenquer;"West; Mraz and Koelpin"
958;N/A;Łętownia;Brown-Stokes
237;N/A;Burgaltay;Mante Group
969;O;Trollhättan;"Dickinson; Olson and Carter"
709;N/A;Qiaozhuang;"Marvin; Gibson and Rempel"
879;N/A;Vrangel’;Rath Inc
49;13;Rio;"Anderson; Upton and Okuneva"
299;N/A;Dahe;Berge-Bauch
963;N/A;‘Afrīn;"Ruecker; Stokes and Monahan"
455;N/A;Karvia;"Becker; O'Conner and Tillman"
79;A8;Eaubonne;Schaefer Inc
674;N/A;Pelileo;Marvin and Sons
458;N/A;Kawaguchi;Lesch-Larson
143;N/A;Ailibugai;Renner LLC
610;N/A;Najin;Kiehn LLC
872;N/A;Verkhniy Mamon;"Considine; Gutmann and Smitham"
836;N/A;Tečovice;Fay-Bergnaum
965;NSW;Northern Suburbs Mc;Pollich-Ankunding
728;N/A;Richards Bay;Beahan LLC
807;N/A;Stepanovićevo;"Huels; Herman and Stokes"
407;N/A;Igurusi;"Johnston; Blick and Cole"
464;N/A;Kerċem;"Rohan; Kuhlman and Torphy"
962;N/A;Žatec;Luettgen LLC
326;N/A;El Paraíso;Ortiz-Crona
734;N/A;Rumat Heib;"Cruickshank; Fahey and Kohler"
842;N/A;Tiniguiban;"O'Connell; Quitzon and Roberts"
726;N/A;Repnoye;Walsh Group
487;N/A;Korsakovo;Hamill-Littel
154;N/A;Amizmiz;Harris-Brekke
933;N/A;Zarechnyy;Mohr-Rippin
413;N/A;Inriville;"Miller; Kunze and Mertz"
816;N/A;São João del Rei;"Beatty; Dibbert and Hansen"
994;VER;Lindavista;"Pfannerstill; Howe and Rohan"
301;N/A;Dampit;Pouros Inc
884;N/A;Wang Thonglang;Parisian-Schamberger
682;N/A;Phú Vang;Spencer-Moore
194;N/A;Batangan;Bode-Weber
546;N/A;Maca;Bashirian-Boehm
562;N/A;Maragogipe;Hermiston and Sons
985;TN;Knoxville;Mitchell LLC
69;97;Marmande;"Denesik; Hodkiewicz and Walsh"
412;N/A;Iniö;"Skiles; Weber and Zemlak"
923;N/A;Yelenendorf;Schowalter-Jones
190;N/A;Baoxing;"Osinski; McClure and Goodwin"
529;N/A;Lingyuan;Turner-Keeling
723;N/A;Reisdorf;Hahn-Monahan
388;N/A;Hino;"Gottlieb; Ritchie and DuBuque"
13;03;São Pedro;"Toy; Grimes and Huel"
999;X;Gävle;Lubowitz Group
831;N/A;Taunggyi;Treutel and Sons
893;N/A;Wotan;Casper-MacGyver
111;CA;San Jose;Bins-Kuhlman
833;N/A;Tecpán Guatemala;Ziemann LLC
436;N/A;Jingjiao;Hoeger-Ryan
74;A2;Saint-Brieuc;"Schimmel; Heller and Leffler"
287;N/A;Clorinda;Nienow Inc
141;N/A;Adamstown;Kovacek Inc
220;N/A;Bonao;Little and Sons
446;N/A;Kalidawir;Ziemann-Waelchi
75;A3;Saint-Pierre-des-Corps;Goldner LLC
649;N/A;Oussivo;Kihn Inc
631;N/A;Numazu;"Miller; Jaskolski and Gulgowski"
251;N/A;Calamba;Rolfson LLC
313;N/A;Divjakë;Dibbert and Sons
948;N/A;Zhuangbu;VonRueden-Heathcote
187;N/A;Banjar Paangkelod;Lowe-Bins
769;N/A;Shakhtars’k;Olson-Jacobson
602;N/A;Mwembe;"Waters; Veum and Predovic"
50;13;Sardoal;"Berge; Heaney and Runolfsson"
170;N/A;Ashikaga;"Satterfield; Lehner and Hammes"
159;N/A;Anjirserapat;Terry-Considine
102;B9;Bourg-en-Bresse;Rutherford-Stracke
825;N/A;Tajur;Stokes-Leffler
210;N/A;Bidbid;Labadie-Bartoletti
198;N/A;Bazar-Korgon;"Cartwright; Miller and Bernier"
809;N/A;Stutterheim;"Grimes; Veum and Mills"
340;N/A;Franca;Pagac Inc
528;N/A;Lincheng;O'Hara-Smitham
306;N/A;Danxi;Pagac-Halvorson
213;N/A;Binitayan;Legros and Sons
14;04;Kongsvinger;Pfeffer Inc
677;N/A;Pervomays’k;Kautzer Inc
83;A8;Étampes;Mohr-Kirlin
451;N/A;Kankara;VonRueden Inc
115;COL;Altavista;Wyman Inc
688;N/A;Pluak Daeng;"Huel; Mayert and Goyette"
716;N/A;Qinjia;Dickens-Erdman
325;N/A;El Mida;Mitchell-Heller
448;N/A;Kamirenjaku;Funk-Russel
524;N/A;Lidzbark;Wunsch Group
209;N/A;Biankouma;"Gerhold; Bauch and Lemke"
39;11;Marteleira;Murray-Larson
956;N/A;Ögöömör;"Cartwright; Emmerich and Ondricka"
4;01;Moss;Oberbrunner-Bergnaum
676;N/A;Pengwan;Weissnat Group
851;N/A;Tuateta;Greenfelder-Towne
595;N/A;Motong;"Rohan; Tillman and Stroman"
475;N/A;Klampis;Bauch Inc
95;AB;Åkersberga;"Smith; Homenick and Franecki"
167;N/A;Armavir;Halvorson-Heller
724;N/A;Rencun;Bartoletti-Spinka
539;N/A;Los Dos Caminos;Bruen-Pacocha
746;N/A;San Benito;Grady-Howe
868;N/A;Usicayos;"Ledner; Bergnaum and Ondricka"
712;N/A;Qilin;Brown-Olson
788;N/A;Shuntian;Auer LLC
760;N/A;Santa María del Real;Grimes-Collins
911;N/A;Yacuíba;Ryan-Wyman
211;N/A;Biliran;Kunze and Sons
527;N/A;Liminka;Ratke-Kuphal
901;N/A;Xibu;"O'Hara; Raynor and Kirlin"
238;N/A;Burla;Bergstrom-Kemmer
858;N/A;Turt;"Leannon; Pollich and Kerluke"
128;IA;Iowa City;"Kiehn; Ledner and Macejkovic"
184;N/A;Ban Chang;Blick-Powlowski
424;N/A;Jastrebarsko;"Muller; Reinger and Schoen"
72;A2;Rennes;Kihn-Kuphal
398;N/A;Huangtan;"Crona; Schroeder and Parker"
60;16;Bouças;Collins-Schneider
30;07;Zaandam;Windler LLC
541;N/A;Lubāna;"Greenfelder; Paucek and Rowe"
188;N/A;Banyutengah;Simonis and Sons
801;N/A;Srbica;Hayes-Mann
544;N/A;Luniao;Price and Sons
732;N/A;Rudy;"Mitchell; Hettinger and Parisian"
99;B7;Châtellerault;"Christiansen; Blanda and Reinger"
474;N/A;Kisangani;Bogan Inc
717;N/A;Qintang;Schroeder-Von
504;N/A;La Playosa;Bergnaum-Metz
452;N/A;Karabudakhkent;Hegmann-Bode
22;06;Fiais da Beira;Schuster Inc
61;16;Castelo;Gutmann Inc
9;03;Oslo;Fadel-Zboncak
51;13;Vila Chã;Luettgen-Jerde
520;N/A;Lianovérgi;Abernathy Inc
739;N/A;Río de Oro;"Cremin; Kohler and Crooks"
567;N/A;Mat-i;Barrows Inc
104;BC;Fruitvale;"Feil; Bayer and Prohaska"
975;PA;Erie;McCullough-Reilly
471;N/A;Kinel’-Cherkassy;Weber LLC
431;N/A;Jianping;Kub-Murray
113;COA;Francisco I Madero;Harris-Ritchie
242;N/A;Bāndarban;Weber-Torphy
393;N/A;Houzhai;Labadie LLC
984;TC;Firenze;"Littel; Koss and Carroll"
654;N/A;Paghmān;Olson-Leuschke
11;03;Requião;Gislason-Marquardt
282;N/A;Cimaung Kidul;Weimann Group
140;N/A;Acandí;"Beier; Crooks and Tillman"
950;N/A;Zhuping;Douglas Group
771;N/A;Shambu;"Jakubowski; Satterfield and Nikolaus"
189;N/A;Baojia;Bruen LLC
473;N/A;Kiryandongo;"Grady; Labadie and Pollich"
177;N/A;Baga Borihe;Casper-Wolf
450;N/A;Kangdong-ŭp;Vandervort Group
484;N/A;Kongwan;"Lubowitz; Howell and Weissnat"
811;N/A;Sukhobezvodnoye;"Schaden; Bernhard and Lubowitz"
